RA_deg,Dec_deg,Gaia_magnitude
356.816615,-50.226404,5.06
297.64161,38.722162,5.06
223.894615,-60.113891,5.06
73.695444,11.425973,5.06
303.875988,23.508922,5.06
169.322367,2.010903,5.06
160.887989,46.204038,5.06
138.58563,61.423395,5.06
129.990094,-53.054782,5.06
25.732204,70.622559,5.06
82.969424,-76.341663,5.06
84.934136,25.897149,5.06
5.379901,-28.981295,5.06
77.923173,16.045658,5.06
236.666478,62.599694,5.07
313.902829,13.721564,5.07
261.500122,-50.633532,5.07
35.635087,-23.816315,5.07
157.369711,-2.739047,5.07
303.560504,28.694864,5.07
199.194639,9.423693,5.07
247.705723,-61.633481,5.07
96.807332,0.299266,5.07
174.010899,69.32326,5.07
36.103725,50.006633,5.07
132.464588,-32.780408,5.07
226.656743,-16.256761,5.07
350.66292,-15.03938,5.07
339.662728,63.584521,5.07
129.771368,-70.386652,5.07
91.056265,-6.70895,5.07
76.891713,-63.39957,5.07
276.802125,0.19613,5.08
130.48714,-45.410726,5.08
281.935831,-40.406122,5.08
245.589256,33.799145,5.08
316.711813,38.741494,5.08
185.140461,-22.215834,5.08
97.368916,-56.852844,5.08
122.399679,-44.122779,5.08
64.179604,53.611803,5.08
8.811004,-3.592758,5.08
105.603269,24.215447,5.08
196.43526,35.798852,5.08
108.979249,59.638096,5.08
209.629909,-24.972178,5.08
175.433135,-32.499322,5.08
316.602838,-32.341638,5.08
111.934977,21.445549,5.08
100.601344,17.645514,5.08
284.256123,32.901624,5.08
93.712233,19.156889,5.08
106.0117,-42.337453,5.08
130.080071,-40.263893,5.08
88.740938,59.888412,5.08
286.856231,32.50166,5.08
349.777121,-13.458443,5.08
68.548507,-8.231359,5.08
7.530566,29.751696,5.08
96.043138,-11.53001,5.09
89.706587,0.552974,5.09
40.164916,-54.549924,5.09
18.43251,7.575489,5.09
338.672911,-20.707859,5.09
61.752156,29.001288,5.09
198.994093,-19.942822,5.09
237.573039,2.196625,5.09
96.703663,58.417413,5.09
100.484859,-9.167425,5.09
16.949272,-41.486935,5.09
260.817004,-47.468154,5.09
171.373046,-36.063105,5.09
203.242047,-10.164908,5.09
251.943463,5.24684,5.1
112.008653,6.942077,5.1
191.404675,7.673315,5.1
105.484971,-5.722081,5.1
134.312137,15.322717,5.1
168.188627,-64.169783,5.1
290.712021,26.26243,5.1
44.67539,-2.782724,5.1
221.755461,-52.383318,5.1
31.381574,76.11511,5.1
63.650992,10.011439,5.1
214.965432,-61.272757,5.1
300.368882,64.821005,5.1
76.535249,58.972391,5.1
101.91492,48.789461,5.1
322.362138,46.540332,5.1
171.647644,-61.115171,5.1
282.417114,-20.32474,5.1
11.185155,-22.006332,5.1
97.951202,11.544343,5.1
116.881291,-46.608509,5.1
282.47052,32.551089,5.1
119.868438,-39.296838,5.1
180.52943,43.045465,5.1
352.821656,39.236402,5.1
69.400444,-2.473392,5.1
80.451688,41.804663,5.1
161.623379,-64.263264,5.11
134.886186,32.418643,5.11
101.118621,-31.070538,5.11
136.936768,10.668215,5.11
252.890509,-41.230533,5.11
46.639534,-6.088542,5.11
20.280641,28.73839,5.11
253.648798,-6.153929,5.11
287.249656,6.073397,5.11
149.718083,-35.890933,5.11
133.91537,27.927563,5.11
163.37284,-20.13815,5.11
235.659801,-37.424896,5.11
33.199933,21.210983,5.11
300.505725,24.937874,5.11
135.435722,-52.188718,5.11
243.671003,33.858824,5.11
111.035295,40.672441,5.11
221.936588,-26.08748,5.11
122.429832,-47.937216,5.11
193.86898,65.438547,5.11
2.932867,-35.133396,5.12
341.888281,-19.612874,5.12
139.173841,-6.353155,5.12
56.127117,-1.163078,5.12
243.462119,-11.837722,5.12
49.546404,-62.507935,5.12
197.847115,-43.368505,5.12
83.914521,-4.856086,5.12
57.578812,25.579649,5.12
309.817984,-14.954712,5.12
226.569455,54.556287,5.12
299.276181,-58.901315,5.12
54.072467,-17.467041,5.12
45.217434,52.351798,5.12
247.640017,20.479346,5.12
246.931071,-7.597556,5.12
68.549132,-8.969985,5.12
314.77157,4.294976,5.12
56.915085,-23.874796,5.12
101.684746,43.577025,5.12
80.865944,57.544531,5.12
138.602103,-43.227522,5.12
325.502662,-23.262626,5.12
12.671367,-50.986924,5.12
129.467368,-26.25497,5.12
109.639666,-39.210307,5.12
113.024792,1.914482,5.12
174.61504,8.134283,5.12
276.076003,-44.110201,5.12
356.050259,-18.276929,5.12
25.624791,20.270151,5.12
99.448099,-32.339891,5.13
154.407902,-8.068921,5.13
25.536023,-32.326858,5.13
340.369381,40.225463,5.13
98.088888,-37.696514,5.13
345.886868,67.209185,5.13
157.770919,82.558538,5.13
286.82554,36.100168,5.13
234.456462,40.353288,5.13
264.523193,-54.50007,5.13
33.984563,33.358976,5.13
80.875649,-13.92735,5.13
116.56758,10.768311,5.13
275.704149,17.826577,5.13
318.262198,-39.424644,5.13
281.444819,74.085354,5.13
121.067473,-32.674847,5.13
270.59604,20.833648,5.13
284.939286,26.230432,5.14
46.068655,-7.600899,5.14
65.15102,15.095504,5.14
163.128553,-57.240414,5.14
149.555795,12.444839,5.14
139.524543,-51.050895,5.14
98.800258,28.022344,5.14
232.351151,-46.732691,5.14
173.981482,-47.64152,5.14
87.000966,6.45421,5.14
208.020417,-52.811464,5.14
152.178491,-65.815533,5.14
65.168187,65.140453,5.14
178.677116,-25.714066,5.14
42.323157,17.464344,5.14
234.123133,10.010455,5.14
212.072317,49.458021,5.14
175.196273,21.352841,5.14
255.786289,-53.236626,5.15
327.726036,-82.718824,5.15
22.525425,47.007377,5.15
284.77387,13.622549,5.15
176.731703,55.628268,5.15
50.306712,21.147141,5.15
37.875343,2.267207,5.15
31.279389,77.281457,5.15
190.709512,-63.058616,5.15
33.226917,-30.723843,5.15
148.92919,49.819795,5.15
223.583901,-24.642135,5.15
94.928337,-7.82291,5.15
157.219154,-64.172285,5.15
153.34534,-51.232938,5.15
355.615889,-15.447976,5.15
255.401497,33.568269,5.15
101.839195,-37.929672,5.15
201.680186,-12.707613,5.15
304.23035,40.36508,5.15
331.251999,62.785529,5.15
245.111932,-78.667421,5.15
66.353936,22.200112,5.15
113.402079,15.826692,5.15
60.383474,-1.549626,5.16
176.433349,-45.690145,5.16
289.45416,11.595391,5.16
261.716598,-45.842963,5.16
336.143295,-72.253774,5.16
101.712891,-14.425996,5.16
304.84833,-19.118507,5.16
125.518841,-73.400059,5.16
71.087997,-59.732841,5.16
184.953013,48.984132,5.16
138.957535,56.741477,5.16
295.641697,11.826608,5.16
91.923459,-19.166004,5.16
144.590779,40.239767,5.16
278.490687,-33.016533,5.16
249.501914,56.015389,5.16
246.988642,-64.058005,5.16
228.621688,29.164226,5.16
84.436013,-28.689794,5.16
131.812532,-1.89706,5.16
299.059303,11.42371,5.16
102.887707,21.761232,5.16
139.355047,-74.89439,5.16
86.92877,13.899632,5.16
356.503509,-18.678369,5.16
59.151816,50.695692,5.16
97.454695,-50.238959,5.16
24.628921,73.040072,5.16
76.951786,20.418455,5.16
180.213208,-19.658998,5.16
37.041626,29.669538,5.17
26.41106,-25.052434,5.17
103.945541,-22.94145,5.17
331.197641,-0.90624,5.17
321.714875,48.835105,5.17
29.90829,64.621639,5.17
326.518161,22.948885,5.17
2.509454,-82.223997,5.17
323.024421,-41.179336,5.17
63.387942,7.716034,5.17
34.737453,28.642674,5.17
147.970936,24.395794,5.17
273.803773,-20.728267,5.17
85.563296,-34.667937,5.17
66.526073,31.439207,5.17
35.485979,0.395692,5.17
187.227991,25.912888,5.17
88.708785,-52.636073,5.17
3.041454,-17.938218,5.17
79.995962,-12.315605,5.17
109.713663,-26.585871,5.17
72.000903,56.757539,5.17
213.711927,10.10101,5.17
283.698535,-87.605515,5.17
39.351104,-52.543088,5.18
314.568137,22.325918,5.18
10.279981,39.458671,5.18
40.170972,27.061009,5.18
355.159217,-32.072995,5.18
75.679187,-71.314326,5.18
121.941005,21.581979,5.18
274.794477,24.446046,5.18
260.839962,-28.14276,5.18
53.109601,46.057043,5.18
295.180588,-16.293146,5.18
305.794623,5.343077,5.18
101.497505,-14.796084,5.18
152.524831,-12.815658,5.18
321.839018,37.116792,5.18
346.913657,46.387304,5.18
70.726245,43.365265,5.18
108.065921,-40.498778,5.18
304.196152,24.671142,5.18
358.154658,10.947328,5.18
138.450958,43.217913,5.18
325.564354,5.680151,5.18
116.028848,25.784211,5.18
119.586449,2.224525,5.18
314.768929,4.293847,5.18
299.963667,-34.697631,5.18
317.140054,-21.193525,5.18
172.267344,39.336942,5.18
132.340574,-3.442971,5.18
139.237911,-39.401455,5.19
247.924047,-41.817142,5.19
133.460837,-47.52072,5.19
176.978882,8.245865,5.19
33.400082,51.066233,5.19
34.820199,47.379988,5.19
175.262605,34.20256,5.19
183.511362,-45.72393,5.19
318.936782,-15.171513,5.19
287.46926,-68.424344,5.19
86.614025,-46.59722,5.19
116.017449,50.433861,5.19
336.234136,-57.79661,5.19
198.545707,-19.931335,5.19
168.966237,13.307593,5.19
262.599465,-1.062504,5.19
117.257069,-24.912243,5.2
50.804902,49.21333,5.2
223.936228,-33.85578,5.2
83.569959,3.766934,5.2
228.79736,4.939352,5.2
69.306984,0.998327,5.2
300.46835,-66.943792,5.2
17.663606,68.778688,5.2
315.741561,-38.631183,5.2
60.935849,5.435638,5.2
126.265657,-24.046262,5.2
297.960792,-39.874338,5.2
175.61845,66.744809,5.2
185.897706,-35.412659,5.2
45.67608,-7.685463,5.2
201.308899,-64.485092,5.2
302.798368,-36.097384,5.2
258.115857,10.585229,5.2
222.329546,-14.148986,5.2
245.616692,-49.572291,5.2
342.594775,-80.123814,5.2
162.314303,10.545261,5.2
353.367032,22.498817,5.21
127.269826,-47.928939,5.21
16.420532,21.473216,5.21
161.569077,-64.514586,5.21
64.819355,-44.26783,5.21
297.00459,-56.362278,5.21
128.177186,20.44127,5.21
73.344814,2.508265,5.21
127.899029,18.094558,5.21
121.825192,-20.554346,5.21
73.699141,7.779163,5.21
275.721158,-36.669493,5.21
199.315097,13.675647,5.21
333.575074,-21.074701,5.21
300.013781,17.516541,5.21
284.561447,17.360936,5.21
76.970305,8.498573,5.21
101.706227,57.169271,5.22
56.41846,6.050029,5.22
43.427409,38.337679,5.22
327.536017,17.285957,5.22
103.27109,59.448655,5.22
235.447466,12.847539,5.22
155.872557,-38.009709,5.22
93.854696,16.143206,5.22
193.988082,-56.835804,5.22
313.417301,-39.809628,5.22
99.704944,39.902588,5.22
95.442117,53.452395,5.22
253.242168,31.701715,5.22
64.902862,21.773592,5.22
334.200181,-12.831448,5.22
344.268724,48.684081,5.22
216.202753,-24.806266,5.22
113.786738,30.96091,5.22
333.199213,34.604713,5.22
30.311651,-30.001566,5.22
83.17231,-1.591833,5.22
83.24802,-64.227514,5.22
293.671905,42.412585,5.22
79.79679,2.595936,5.22
181.162278,-68.328897,5.22
123.203286,68.474054,5.22
182.061374,-48.69247,5.22
91.646207,38.482772,5.23
111.182784,-31.808926,5.23
247.426377,-46.243219,5.23
288.169599,-7.939501,5.23
92.495811,58.935649,5.23
21.563661,19.172321,5.23
143.080295,-40.649321,5.23
350.478859,31.812481,5.23
130.254367,45.833785,5.23
242.031337,-26.326665,5.23
205.766184,3.53808,5.23
335.049615,-7.821106,5.23
14.006275,-11.266507,5.23
354.784781,50.471737,5.23
230.25842,0.71559,5.23
238.657821,43.138406,5.23
253.842658,18.433184,5.23
71.507087,11.705608,5.23
264.156775,48.585479,5.23
112.482736,49.672662,5.23
12.681552,64.247581,5.23
284.070719,-42.710602,5.23
334.563261,-53.625536,5.24
260.040944,25.537644,5.24
38.039318,-1.034818,5.24
284.168711,-37.343183,5.24
234.727114,-19.301709,5.24
36.224977,-60.311629,5.24
87.841597,-7.518003,5.24
200.754772,-17.735204,5.24
94.710752,-9.389963,5.24
108.837834,-30.686475,5.24
221.321861,-62.875453,5.24
160.669058,-59.215765,5.24
108.583607,3.111421,5.24
9.981475,21.438564,5.24
145.932923,14.021707,5.24
11.6374,15.475612,5.24
179.987182,3.655217,5.24
69.991807,53.473236,5.24
161.466301,30.682402,5.24
231.187618,-39.710132,5.24
138.80782,14.941537,5.24
61.040782,2.827253,5.24
122.887624,-7.772476,5.24
274.281406,-56.02332,5.24
16.827386,-61.775262,5.24
93.21272,65.718499,5.24
83.381029,-1.156072,5.24
119.240872,-43.500424,5.24
355.393808,-18.026901,5.24
116.396575,-34.176551,5.24
246.005147,-39.192989,5.25
270.712908,-24.282425,5.25
187.489162,58.405527,5.25
91.661418,-4.193825,5.25
96.369379,-69.690787,5.25
26.496941,-5.733227,5.25
93.918782,59.999034,5.25
83.863002,24.039638,5.25
120.048984,73.91801,5.25
346.164879,-53.964647,5.25
244.313911,59.754961,5.25
111.242455,11.66956,5.25
194.980316,66.597308,5.25
332.482131,-34.015036,5.25
168.138107,-49.101078,5.25
281.592766,75.433797,5.25
335.114854,5.789493,5.25
150.254251,31.924715,5.25
333.008393,60.759072,5.25
110.870729,-27.834283,5.25
224.471489,-76.662616,5.25
281.585785,-22.392184,5.25
277.770188,-32.989001,5.25
8.147503,20.294433,5.26
139.322502,-68.689573,5.26
297.695013,-10.763589,5.26
141.945488,-6.071029,5.26
224.071771,-52.809567,5.26
205.504674,-58.78705,5.26
79.75008,33.748466,5.26
301.591372,35.973539,5.26
332.790733,50.823289,5.26
279.115984,9.122817,5.26
6.197869,61.831063,5.26
65.162488,-20.639599,5.26
10.617905,-65.46813,5.26
289.0906,-45.466063,5.26
65.645544,25.629358,5.26
217.587469,-49.518927,5.26
38.944989,34.687683,5.26
281.870734,-5.705071,5.26
260.164473,32.470272,5.26
110.161729,-52.085925,5.26
185.706135,-57.676101,5.26
238.47468,-24.533095,5.26
277.420677,-1.985226,5.26
186.870318,-58.991769,5.26
278.486244,52.35351,5.26
315.29551,46.155765,5.26
321.039992,-20.85156,5.26
230.452538,32.933661,5.26
60.652736,-0.268311,5.26
5.149434,8.190248,5.26
192.307502,83.412858,5.26
69.775429,7.870988,5.26
118.916267,19.884067,5.26
121.196609,79.479743,5.27
62.707837,26.481039,5.27
240.261662,33.305388,5.27
58.992325,47.87147,5.27
219.709507,44.404545,5.27
173.405266,-40.586703,5.27
285.056962,50.533459,5.27
142.885207,35.103509,5.27
253.72973,20.958484,5.27
219.334021,-46.133413,5.27
94.27757,9.942536,5.27
71.107373,11.146169,5.27
171.009736,1.407764,5.27
275.036535,-15.831603,5.27
297.355387,-72.503414,5.27
15.704966,-46.397338,5.27
74.96017,-10.262993,5.27
236.523541,-1.804116,5.27
102.240576,-15.144711,5.27
101.719557,-51.265449,5.27
260.524496,-70.123179,5.27
321.916792,27.608544,5.27
242.460551,-3.466731,5.27
308.487487,13.027201,5.27
293.712161,29.462911,5.27
42.47563,-27.942035,5.27
347.50613,9.822101,5.27
142.11407,9.056771,5.28
142.166644,45.601795,5.28
245.62176,33.703357,5.28
286.240248,-4.031355,5.28
57.307087,70.871202,5.28
301.386355,61.995248,5.28
232.878419,-73.389546,5.28
110.752929,-31.92379,5.28
168.439917,-0.069509,5.28
281.238124,-39.686173,5.28
65.448263,60.735902,5.28
15.760853,-4.83635,5.28
319.488652,-17.985136,5.28
81.792036,17.962268,5.28
133.56127,30.579177,5.28
84.658748,30.492441,5.28
143.916781,35.810767,5.28
99.136824,38.445552,5.28
67.655411,13.72445,5.28
285.72705,-3.699004,5.28
202.113242,59.945703,5.28
216.614201,19.226835,5.28
246.165526,-29.704464,5.28
106.66987,-11.294019,5.29
257.00867,35.935215,5.29
262.207053,0.330577,5.29
115.31595,-38.533572,5.29
2.893404,-27.799778,5.29
275.536222,23.284987,5.29
102.862413,-70.963473,5.29
214.81757,13.004377,5.29
238.4828,-23.978036,5.29
236.018418,-15.672679,5.29
11.321681,55.221409,5.29
247.141572,0.665167,5.29
318.321947,-27.619059,5.29
297.68657,-59.193637,5.29
112.273796,-38.812105,5.29
312.326146,-68.7764,5.29
110.88292,-32.202079,5.29
189.425944,-27.138659,5.29
279.155624,33.469037,5.29
23.995655,-15.400216,5.29
274.789847,7.259762,5.29
206.855644,-17.859764,5.29
191.28262,45.440224,5.3
19.151445,-2.500213,5.3
217.173878,-6.900414,5.3
28.3223,40.7298,5.3
113.462706,-36.338402,5.3
137.000298,29.654227,5.3
309.454567,11.377697,5.3
347.170172,2.127618,5.3
66.762061,80.82421,5.3
127.878933,-19.57744,5.3
321.942322,66.809146,5.3
21.169889,-41.492459,5.3
176.829871,-57.696547,5.3
246.132356,-37.56597,5.3
101.189436,28.970989,5.3
154.169797,13.728371,5.3
7.110073,-39.914902,5.3
35.551695,-0.88474,5.3
2.337586,-27.987904,5.3
279.896603,-43.185776,5.3
11.941749,74.847587,5.3
30.798357,0.128454,5.3
188.412103,33.24766,5.3
98.456214,-36.232267,5.3
239.64531,-24.83143,5.31
167.183532,-28.080616,5.31
134.174514,-85.663234,5.31
357.209062,62.21452,5.31
257.449658,-10.523037,5.31
342.442619,55.902684,5.31
35.506002,-10.777335,5.31
77.331685,9.829598,5.31
29.942451,-20.824575,5.31
342.75894,-39.156818,5.31
41.021492,44.297055,5.31
279.162886,6.672156,5.31
158.04916,14.13721,5.31
238.948188,37.946763,5.31
191.893089,66.790316,5.31
97.958614,-8.158181,5.31
344.864177,0.963092,5.31
82.54254,63.067232,5.31
30.111549,-8.523826,5.31
243.030372,-8.547579,5.31
330.209229,-28.453737,5.31
166.225873,-35.804689,5.31
229.704779,-60.496323,5.31
332.656102,-11.564959,5.31
131.627296,-45.912516,5.31
268.796408,72.005134,5.31
283.068469,21.425166,5.31
234.70627,-52.37262,5.31
197.029829,-65.306017,5.32
276.725038,-48.117109,5.32
101.56029,79.566278,5.32
84.957714,-32.629139,5.32
161.716937,-17.29683,5.32
62.593833,-6.923823,5.32
179.56353,-56.317314,5.32
107.848465,-0.301906,5.32
346.290479,-7.693819,5.32
14.458951,28.992236,5.32
269.198951,-4.081802,5.32
93.937359,12.551071,5.32
50.081585,77.734901,5.32
133.981484,11.626058,5.32
79.842141,-50.60652,5.32
118.264643,-36.363774,5.32
307.828369,49.220373,5.32
44.348755,-23.862077,5.32
244.823502,-42.67394,5.32
303.307781,-1.009266,5.32
103.602738,-1.126961,5.32
134.235976,32.910589,5.32
234.050569,-44.396689,5.32
78.09354,73.946744,5.32
349.874116,48.625196,5.32
241.582217,67.809981,5.32
144.302817,-53.668486,5.32
57.086684,23.421364,5.32
104.391538,-24.631056,5.33
83.21407,-38.513346,5.33
56.200842,24.289577,5.33
187.093691,-39.041138,5.33
291.373631,-23.962424,5.33
9.791196,49.354595,5.33
13.751247,-69.526979,5.33
182.766171,-23.602372,5.33
273.972473,-44.206496,5.33
317.191725,-88.956511,5.33
126.466346,-42.153104,5.33
104.143668,-79.420189,5.33
344.366044,20.768684,5.33
329.094951,-37.253631,5.33
112.951545,17.086229,5.33
244.180291,-53.811108,5.33
46.361197,25.255199,5.33
294.446902,-4.64751,5.33
193.743116,-85.123422,5.33
333.578068,-27.766912,5.33
142.521366,-51.517193,5.33
163.432337,-2.129241,5.33
225.747043,-32.643246,5.33
39.704162,21.961445,5.33
238.644433,20.310864,5.33
62.324318,-16.385877,5.33
135.684446,24.452933,5.33
227.816601,-55.346014,5.33
60.985438,8.197201,5.33
9.338442,35.39951,5.33
70.014243,12.197641,5.33
109.060751,-15.585655,5.34
249.094025,-42.858854,5.34
161.31823,-80.469523,5.34
108.347472,51.428712,5.34
299.307761,40.367825,5.34
82.539424,-47.077334,5.34
289.431814,23.025549,5.34
91.633763,-23.110776,5.34
174.391876,-47.747378,5.34
324.439035,19.318575,5.34
231.825603,-36.767502,5.34
107.580528,-27.491525,5.34
282.210294,-43.679997,5.34
193.83109,-42.915701,5.34
206.911124,-50.320667,5.34
283.717409,41.602728,5.34
211.678777,-9.313525,5.34
243.314201,5.021099,5.34
82.810549,3.292135,5.34
64.804926,50.048838,5.34
87.569997,-79.361523,5.34
80.061182,41.086339,5.34
253.507659,-41.806383,5.34
290.14868,-0.892169,5.34
231.57277,34.33585,5.34
69.831825,-14.358887,5.34
204.877415,52.921071,5.34
294.393653,-14.301444,5.34
173.086487,61.082752,5.34
191.002293,-28.323861,5.34
130.331673,-78.963426,5.34
61.090307,24.106026,5.34
292.467385,-26.985511,5.34
13.74175,23.628446,5.34
86.475203,49.826283,5.34
141.777075,-71.602092,5.34
132.413195,-40.320156,5.35
187.752367,24.567189,5.35
184.708605,75.16055,5.35
278.20812,30.554181,5.35
107.091843,15.930926,5.35
82.31872,25.150306,5.35
67.661778,15.691938,5.35
272.609415,-62.002768,5.35
278.180509,-14.865654,5.35
73.796415,-74.937002,5.35
259.762309,-46.6365,5.35
44.957427,47.220639,5.35
273.302915,-41.336096,5.35
313.47461,33.437809,5.35
222.624176,37.271815,5.35
337.163258,-39.131401,5.35
128.65078,65.145273,5.35
322.186614,-69.505273,5.35
73.021539,63.50565,5.35
13.169171,-24.005926,5.35
200.157727,-52.747785,5.35
310.082552,-33.43193,5.35
137.398249,-8.787631,5.35
275.901826,-75.044326,5.35
210.595012,-27.429763,5.35
268.854942,26.049978,5.35
67.502495,83.340131,5.35
240.083245,-16.532383,5.35
159.362818,-58.733347,5.35
187.362724,24.108921,5.35
118.678078,47.564592,5.35
86.859156,17.729153,5.35
165.061234,45.526269,5.35
53.035754,48.023534,5.35
224.192113,-11.409728,5.36
254.29655,-33.259469,5.36
136.350444,48.530358,5.36
58.173558,-5.361242,5.36
252.580628,7.247705,5.36
321.320687,-3.556578,5.36
42.66835,-35.675717,5.36
36.204353,10.610598,5.36
130.56749,-48.099099,5.36
222.860728,59.293652,5.36
313.327328,45.181683,5.36
244.98017,39.70859,5.36
235.711763,52.36083,5.36
311.583465,-39.199189,5.36
79.417693,-13.519708,5.36
95.352991,-11.773244,5.36
321.047661,-12.87813,5.36
251.699881,-39.376898,5.36
118.54588,-35.877296,5.36
188.444989,-9.452078,5.36
242.706369,75.877531,5.36
174.666488,-13.20225,5.36
116.986592,-12.192893,5.36
273.566292,-21.713107,5.37
26.524692,-50.816213,5.37
286.104396,-31.047033,5.37
278.472866,-24.032265,5.37
92.241114,-22.427284,5.37
243.904722,-8.368237,5.37
189.780657,21.062581,5.37
154.060331,29.31056,5.37
187.918104,-59.423914,5.37
161.605637,14.194803,5.37
46.533134,79.41851,5.37
142.477161,-26.589617,5.37
356.985361,-2.761611,5.37
354.486553,18.400624,5.37
23.233551,-36.865182,5.37
272.009614,36.401716,5.37
71.900884,-16.934867,5.37
49.447216,44.025082,5.37
11.548455,-22.522067,5.37
295.889368,-15.469655,5.37
334.461232,-77.511588,5.37
130.579229,-53.100115,5.37
87.402312,-14.48355,5.37
314.225124,-9.697517,5.37
59.119534,35.080908,5.37
116.509006,-6.772285,5.37
139.172403,-8.74476,5.37
78.683551,5.156129,5.38
272.66787,3.324269,5.38
83.058936,17.058154,5.38
149.9655,56.811876,5.38
77.027593,24.265188,5.38
329.824501,-38.395093,5.38
206.484711,-12.426547,5.38
51.076937,24.724188,5.38
233.152971,-19.670364,5.38
74.100789,-5.171351,5.38
21.673529,19.240565,5.38
91.970282,-42.154001,5.38
158.803646,-39.562597,5.38
15.704527,31.804337,5.38
15.609907,-31.552042,5.38
248.936546,-65.495329,5.38
242.469197,-33.545696,5.38
50.350106,-23.635089,5.38
105.812956,-59.178135,5.38
173.737519,-49.136947,5.38
64.858662,21.142411,5.38
321.756924,-42.547966,5.38
30.741529,33.284152,5.38
233.241449,-1.186299,5.38
305.51429,24.446116,5.38
295.928824,25.771873,5.38
5.162679,-69.624912,5.38
161.60203,18.891622,5.38
352.014861,-87.482242,5.38
248.580706,-70.988065,5.38
94.557216,-19.966992,5.39
301.034612,7.277934,5.39
165.812201,-11.303209,5.39
284.849177,-12.840462,5.39
21.714818,-13.056534,5.39
17.0931,5.650221,5.39
337.491452,4.432057,5.39
252.853911,1.215981,5.39
126.819948,-70.093595,5.39
230.035991,29.616311,5.39
344.899011,-29.462324,5.39
285.181113,55.658319,5.39
260.088112,46.24068,5.39
224.388401,-0.167548,5.39
45.564156,-71.902495,5.39
144.505976,-43.190869,5.39
267.5953,29.322027,5.39
283.113358,-46.595119,5.39
217.536084,-45.321288,5.39
288.314649,-12.28251,5.39
34.24579,-6.421856,5.39
325.777012,41.155,5.39
314.608179,10.83937,5.39
62.291252,19.609294,5.39
206.749479,38.54275,5.39
11.755943,11.973935,5.39
296.505066,-31.908539,5.39
67.055398,83.807763,5.39
282.895839,52.974521,5.39
302.639687,26.904137,5.39
74.343114,17.153707,5.39
302.94989,26.809016,5.39
299.658162,30.983672,5.39
8.921395,-48.00066,5.39
160.047765,-65.10024,5.39
182.227492,-41.231585,5.39
160.758111,26.325697,5.39
62.152062,38.040228,5.4
289.300917,-66.661038,5.4
89.087262,-31.382455,5.4
327.696774,-69.629405,5.4
312.75318,-37.91329,5.4
157.425868,84.252105,5.4
25.621463,-53.740575,5.4
99.147209,-5.211108,5.4
126.675029,-12.53454,5.4
225.332541,-2.754872,5.4
336.77213,65.132275,5.4
225.775348,35.205773,5.4
341.420031,-46.5473,5.4
271.951682,-17.154301,5.4
73.763091,55.25913,5.4
79.017247,11.34137,5.4
275.870088,-36.238,5.4
125.952205,53.219951,5.4
229.095969,-22.399421,5.4
166.726795,1.955734,5.4
156.035893,33.718535,5.4
328.124817,28.793692,5.4
81.940024,15.874104,5.4
120.68662,-41.309865,5.4
56.983429,-30.167321,5.4
154.531669,-28.992027,5.4
185.082167,26.619751,5.4
261.704697,20.080938,5.4
42.8732,15.082127,5.4
203.215369,-15.363012,5.4
121.265445,-53.107914,5.4
289.91394,12.374639,5.41
208.386751,-35.664194,5.41
346.217285,-68.82038,5.41
178.918865,15.646809,5.41
249.047637,52.899979,5.41
335.878274,-24.762655,5.41
150.182936,-82.214746,5.41
265.712884,-36.945507,5.41
96.607765,56.285044,5.41
326.855448,60.692694,5.41
254.574787,-50.641092,5.41
343.69002,-16.271742,5.41
196.594101,22.616291,5.41
66.822699,22.996369,5.41
213.850471,-18.200662,5.41
272.524189,-30.728597,5.41
82.781765,-20.863555,5.41
316.019635,-5.823049,5.41
55.159721,-5.210697,5.41
49.435288,-62.576899,5.41
213.318419,-53.665651,5.41
244.886176,-30.906769,5.41
259.265476,-32.662705,5.41
67.133789,1.380874,5.41
246.350691,37.394079,5.41
0.333802,-50.337399,5.41
310.260584,32.307316,5.41
39.000284,-7.831453,5.41
27.997114,55.147405,5.41
70.766445,-70.931112,5.41
71.033124,-18.666543,5.41
286.657017,28.62839,5.41
240.198506,-8.411324,5.41
233.230115,-16.852807,5.41
84.265457,17.040409,5.41
213.522216,12.959577,5.41
122.666569,-13.799347,5.41
237.236728,-3.818528,5.41
333.454913,45.440603,5.41
351.652268,-52.721919,5.41
175.332733,-43.095677,5.42
298.006642,24.992172,5.42
87.620431,14.305699,5.42
329.234953,12.076526,5.42
102.050968,55.70445,5.42
111.409119,-79.094203,5.42
90.317892,-33.911771,5.42
94.255125,-37.73765,5.42
185.211793,57.86429,5.42
92.543416,-40.35397,5.42
80.709685,41.029253,5.42
108.958805,47.240416,5.42
2.509103,11.145809,5.42
180.184864,-10.444839,5.42
263.693122,-11.242007,5.42
299.439327,16.789115,5.42
24.274839,12.141511,5.42
349.540776,-40.824063,5.42
258.135664,62.874221,5.42
314.855552,59.438557,5.42
239.311019,14.414268,5.42
172.62117,18.409739,5.42
236.971231,-65.44219,5.42
313.910638,12.568507,5.42
265.494326,15.952179,5.42
230.281836,-5.824827,5.42
215.040456,-43.058862,5.43
95.150997,-34.144193,5.43
345.330615,-28.853908,5.43
124.884218,75.756869,5.43
159.773934,53.668493,5.43
353.656461,40.236552,5.43
356.757977,57.451377,5.43
219.079403,-46.245491,5.43
220.431731,11.660935,5.43
115.513413,14.20853,5.43
